Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,12,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115
"Ống khói lò nung xương 3,4",,0.8,2/12/2019,159.1,,,188.33333333333334,84.71,0.957223,416,398.204768,2/12/2019,159.1,,,188.33333333333334,84.71,0.957223,448,428.835904,2/12/2019,159.1,,,188.33333333333334,84.71,0.957223,744,712.1739120000001,3/4/2020,120.1,,,186.66666666666666,83.3,0.9329599999999999,720,671.7312,3/4/2020,120.1,,,186.66666666666666,83.3,0.9329599999999999,744,694.1222399999999,8/6/2020,120.6,,,186.66666666666666,95.3,1.06736,720,768.4992000000001,8/6/2020,120.6,,,186.66666666666666,95.3,1.06736,744,794.11584,8/6/2020,120.6,,,186.66666666666666,95.3,1.06736,744,794.11584,8/6/2020,120.6,,,186.66666666666666,95.3,1.06736,720,768.4992000000001,20/8/2020,122.7,,,158.33333333333334,96.1,0.91295,744,679.2348000000001,20/8/2020,122.7,,,158.33333333333334,96.1,0.91295,720,657.3240000000001,20/8/2020,122.7,,,158.33333333333334,96.1,0.91295,744,679.2348000000001,,,,,
"Ống khói lò nung xương 5,6",,0.8,2/12/2019,146.5,,,175.5,80.19,0.8444007,424,358.0258968,2/12/2019,146.5,,,175.5,80.19,0.8444007,0,0,2/12/2019,146.5,,,175.5,80.19,0.8444007,624,526.9060368,3/4/2020,145.9,,,175,91.2,0.9576,720,689.472,3/4/2020,145.9,,,175,91.2,0.9576,744,712.4544,8/6/2020,117.5,,,175,92.7,0.97335,720,700.812,8/6/2020,117.5,,,175,92.7,0.97335,744,724.1724,8/6/2020,117.5,,,175,92.7,0.97335,744,724.1724,8/6/2020,117.5,,,175,92.7,0.97335,720,700.812,20/8/2020,118.6,,,194.16666666666666,93.8,1.09277,744,813.02088,20/8/2020,118.6,,,194.16666666666666,93.8,1.09277,720,786.7944,20/8/2020,118.6,,,194.16666666666666,93.8,1.09277,744,813.02088,,,,,
Ống khói lò nung men số 1,,0.8,29/9/2019,157.3,,,168.66666666666666,6.38,0.06456559999999999,384,24.793190399999993,29/9/2019,157.3,,,168.66666666666666,6.38,0.06456559999999999,328,21.177516799999996,29/9/2019,157.3,,,168.66666666666666,6.38,0.06456559999999999,744,48.03680639999999,3/4/2020,152.3,,,178.33333333333334,93.1,0.9961699999999999,720,717.2424,3/4/2020,152.3,,,178.33333333333334,93.1,0.9961699999999999,744,741.1504799999999,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,720,741.1248,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,744,765.82896,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,744,765.82896,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,720,741.1248,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,744,765.82896,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,720,741.1248,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,744,765.82896,,,,,
Ống khói lò nung men số 2,,0.8,29/9/2019,124.3,,,141.5,6.42,0.05450579999999999,384,20.930227199999997,29/9/2019,124.3,,,141.5,6.42,0.05450579999999999,328,17.877902399999996,29/9/2019,124.3,,,141.5,6.42,0.05450579999999999,744,40.552315199999995,3/4/2020,149.5,,,186.66666666666666,90.2,1.0102399999999998,720,727.3727999999999,3/4/2020,149.5,,,186.66666666666666,90.2,1.0102399999999998,744,751.6185599999999,8/6/2020,105.7,,,186.66666666666666,93.3,1.04496,720,752.3712,8/6/2020,105.7,,,186.66666666666666,93.3,1.04496,744,777.4502400000001,8/6/2020,105.7,,,186.66666666666666,93.3,1.04496,744,777.4502400000001,8/6/2020,105.7,,,186.66666666666666,93.3,1.04496,720,752.3712,20/8/2020,124.7,,,155.66666666666666,97.8,0.9134519999999999,744,679.6082879999999,20/8/2020,124.7,,,155.66666666666666,97.8,0.9134519999999999,720,657.68544,20/8/2020,124.7,,,155.66666666666666,97.8,0.9134519999999999,744,679.6082879999999,,,,,
Ống khói lò nung men số 3,,0.8,29/9/2019,117.7,,,138,8.8,0.072864,416,30.311424,29/9/2019,117.7,,,138,8.8,0.072864,448,32.643072,29/9/2019,117.7,,,138,8.8,0.072864,744,54.210816,3/4/2020,147.9,,,165,93.4,0.9246600000000001,720,665.7552000000001,3/4/2020,147.9,,,165,93.4,0.9246600000000001,744,687.9470400000001,3/4/2020,147.9,,,165,93.4,0.9246600000000001,720,665.7552000000001,3/4/2020,147.9,,,165,93.4,0.9246600000000001,744,687.9470400000001,3/4/2020,147.9,,,165,93.4,0.9246600000000001,744,687.9470400000001,3/4/2020,147.9,,,165,93.4,0.9246600000000001,720,665.7552000000001,20/8/2020,107.8,,,202.33333333333334,92.9,1.1278060000000003,744,839.0876640000002,20/8/2020,107.8,,,202.33333333333334,92.9,1.1278060000000003,720,812.0203200000002,20/8/2020,107.8,,,202.33333333333334,92.9,1.1278060000000003,744,839.0876640000002,,,,,
Ống khói lò nung men số 4,,0.8,2/12/2019,150.4,,,177.5,91.11,0.9703215,416,403.65374399999996,2/12/2019,150.4,,,177.5,91.11,0.9703215,448,434.704032,2/12/2019,150.4,,,177.5,91.11,0.9703215,744,721.9191959999999,2/12/2019,150.4,,,177.5,91.11,0.9703215,720,698.63148,2/12/2019,150.4,,,177.5,91.11,0.9703215,744,721.9191959999999,2/12/2019,150.4,,,177.5,91.11,0.9703215,720,698.63148,2/12/2019,150.4,,,177.5,91.11,0.9703215,744,721.9191959999999,2/12/2019,150.4,,,177.5,91.11,0.9703215,744,721.9191959999999,2/12/2019,150.4,,,177.5,91.11,0.9703215,48,46.575432,20/8/2020,111.4,,,174.16666666666666,97.1,1.014695,0,0,20/8/2020,111.4,,,174.16666666666666,97.1,1.014695,0,0,20/8/2020,111.4,,,174.16666666666666,97.1,1.014695,624,633.16968,,,,,
Ống khói lò nung men số 5,,0.8,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,424,418.2022240000001,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0,0,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,624,615.4674240000002,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,102,100.60525200000002,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0,0,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,408,402.4210080000001,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,696,686.4828960000002,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0,0,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0,0,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0,0,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0,0,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0,0,,,,,
Ống khói lò nung men số 6,,0.8,2/12/2019,117.5,,,176,93.15,0.9836640000000001,424,417.07353600000005,2/12/2019,117.5,,,176,93.15,0.9836640000000001,0,0,2/12/2019,117.5,,,176,93.15,0.9836640000000001,600,590.1984000000001,2/12/2019,117.5,,,176,93.15,0.9836640000000001,720,708.2380800000001,2/12/2019,117.5,,,176,93.15,0.9836640000000001,744,731.8460160000001,8/6/2020,109.3,,,176,95.4,1.007424,720,725.3452800000001,8/6/2020,109.3,,,176,95.4,1.007424,744,749.5234560000001,8/6/2020,109.3,,,176,95.4,1.007424,744,749.5234560000001,8/6/2020,109.3,,,176,95.4,1.007424,720,725.3452800000001,8/6/2020,109.3,,,176,95.4,1.007424,744,749.5234560000001,8/6/2020,109.3,,,176,95.4,1.007424,720,725.3452800000001,8/6/2020,109.3,,,176,95.4,1.007424,744,749.5234560000001,,,,,
,,,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,
Total SOx Emission,,,,,,,,,,,3633.5408344,,,,,,,,,1882.2070352,,,,,,,,,5770.072490400001,,,,,,,,,7359.010212000001,,,,,,,,,7505.880192,,,,,,,,,15535.124367999997,,,,,,,,,17107.824348000002,,,,,,,,,15181.412452000004,,,,,,,,,13712.862711999998,,,,,,,,,12216.173392,,,,,,,,,13361.61396,,,,,,,,,14588.885072000003,127854.60706800001,11285.820360000002,30400.014772,46002.099512,40166.672424000004
Specific SOx Emission (g/ton),,,,,,,,,,,378.1026975531874,,,,,,,,,298.2857201176523,,,,,,,,,325.38663080087565,,,,,,,,,465.89414747293637,,,,,,,,,466.4413117759536,,,,,,,,,946.8009127855664,,,,,,,,,927.0360989106275,,,,,,,,,938.3040415422414,,,,,,,,,1129.8618657464822,,,,,,,,,980.0504619404361,,,,,,,,,1084.1817719363107,,,,,,,,,911.581055336237,13304.425085674393,1174.3914040589887,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nox,,,Jan,,,,,,,,,Feb,,,,,,,,,Mar,,,,,,,,,Apr,,,,,,,,,May,,,,,,,,,Jun,,,,,,,,,Jul,,,,,,,,,Aug,,,,,,,,,Sep,,,,,,,,,Oct,,,,,,,,,Nov,,,,,,,,,Dec,,,,,,,,, YTD,Q1, Q2,Q3,Q4
Stack No.,Process,Diameter,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,"Sampling 
(Month/Year)","Stack 
Temperature",%Oxygen,Gas Velocity,Flow rate,"NOx Emission
Actual O2  ","NOx  Emission 
rate","Operation 
Hour",NOx  Emission,,,,,
,,m,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,MM/YYYY,๐C,%,m/s,m3/min,mg/m3,kg/hr,hr,kg,,,,,
Sấy phun 1,,1.3,2/12/2019,84.3,,,1416.6666666666667,4.4,0.37400000000000005,452,169.04800000000003,2/12/2019,84.3,,,1416.6666666666667,4.4,0.37400000000000005,0,0,2/12/2019,84.3,,,1416.6666666666667,4.4,0.37400000000000005,593,221.78200000000004,3/4/2020,82.3,,,1416.6666666666667,4.9,0.41650000000000004,671,279.47150000000005,3/4/2020,82.3,,,1416.6666666666667,4.9,0.41650000000000004,689,286.9685,8/6/2020,95.5,,,1416.6666666666667,70.3,5.9755,673,4021.5115,8/6/2020,95.5,,,1416.6666666666667,70.3,5.9755,714,4266.5070000000005,8/6/2020,95.5,,,1416.6666666666667,70.3,5.9755,637,3806.3935,8/6/2020,95.5,,,1416.6666666666667,70.3,5.9755,466,2784.583,20/8/2020,96.2,,,1416.6666666666667,71.6,6.086,680,4138.4800000000005,20/8/2020,96.2,,,1416.6666666666667,71.6,6.086,683,4156.738,20/8/2020,96.2,,,1416.6666666666667,71.6,6.086,660,4016.76,,,,,
Sấy phun 2,,1.3,2/12/2019,87.1,,,1416.6666666666667,4.6,0.39099999999999996,400,156.39999999999998,2/12/2019,87.1,,,1416.6666666666667,4.6,0.39099999999999996,424,165.784,2/12/2019,87.1,,,1416.6666666666667,4.6,0.39099999999999996,654,255.71399999999997,3/4/2020,71.9,,,1416.6666666666667,4.6,0.39099999999999996,475,185.725,3/4/2020,71.9,,,1416.6666666666667,4.6,0.39099999999999996,499.7,195.38269999999997,8/6/2020,94.1,,,1416.6666666666667,68.7,5.839500000000001,513.6,2999.167200000001,8/6/2020,94.1,,,1416.6666666666667,68.7,5.839500000000001,611,3567.9345000000008,8/6/2020,94.1,,,1416.6666666666667,68.7,5.839500000000001,531,3100.7745000000004,8/6/2020,94.1,,,1416.6666666666667,68.7,5.839500000000001,621,3626.3295000000007,20/8/2020,95.1,,,1416.6666666666667,67.9,5.7715000000000005,200,1154.3000000000002,20/8/2020,95.1,,,1416.6666666666667,67.9,5.7715000000000005,360,2077.7400000000002,20/8/2020,95.1,,,1416.6666666666667,67.9,5.7715000000000005,436,2516.3740000000003,,,,,
"Ống khói lò nung xương 1,2",,0.8,2/12/2019,153.2,,,173.33333333333334,5.1,0.05304,384,20.367359999999998,2/12/2019,153.2,,,173.33333333333334,5.1,0.05304,328,17.397119999999997,2/12/2019,153.2,,,173.33333333333334,5.1,0.05304,744,39.46176,3/4/2020,130,,,181.66666666666666,5.3,0.057769999999999995,720,41.59439999999999,3/4/2020,130,,,181.66666666666666,5.3,0.057769999999999995,744,42.98088,8/6/2020,119.3,,,181.66666666666666,71.4,0.77826,720,560.3471999999999,8/6/2020,119.3,,,181.66666666666666,71.4,0.77826,744,579.02544,8/6/2020,119.3,,,181.66666666666666,71.4,0.77826,744,579.02544,8/6/2020,119.3,,,181.66666666666666,71.4,0.77826,720,560.3471999999999,20/8/2020,121.5,,,154,72.7,0.6717480000000001,744,499.7805120000001,20/8/2020,121.5,,,154,72.7,0.6717480000000001,720,483.6585600000001,20/8/2020,121.5,,,154,72.7,0.6717480000000001,744,499.7805120000001,,,,,
"Ống khói lò nung xương 3,4",,0.8,2/12/2019,159.1,,,188.33333333333334,4.6,0.05197999999999999,416,21.623679999999997,2/12/2019,159.1,,,188.33333333333334,4.6,0.05197999999999999,448,23.287039999999998,2/12/2019,159.1,,,188.33333333333334,4.6,0.05197999999999999,744,38.67311999999999,3/4/2020,120.1,,,186.66666666666666,5.6,0.06272,720,45.1584,3/4/2020,120.1,,,186.66666666666666,5.6,0.06272,744,46.66368,8/6/2020,120.6,,,186.66666666666666,69.5,0.7783999999999999,720,560.4479999999999,8/6/2020,120.6,,,186.66666666666666,69.5,0.7783999999999999,744,579.1295999999999,8/6/2020,120.6,,,186.66666666666666,69.5,0.7783999999999999,744,579.1295999999999,8/6/2020,120.6,,,186.66666666666666,69.5,0.7783999999999999,720,560.4479999999999,20/8/2020,122.7,,,158.33333333333334,68.9,0.6545500000000001,744,486.9852000000001,20/8/2020,122.7,,,158.33333333333334,68.9,0.6545500000000001,720,471.27600000000007,20/8/2020,122.7,,,158.33333333333334,68.9,0.6545500000000001,744,486.9852000000001,,,,,
"Ống khói lò nung xương 5,6",,0.8,2/12/2019,146.5,,,175.5,4.8,0.050544,424,21.430656,2/12/2019,146.5,,,175.5,4.8,0.050544,0,0,2/12/2019,146.5,,,175.5,4.8,0.050544,624,31.539455999999998,3/4/2020,145.9,,,175,5.8,0.0609,720,43.848,3/4/2020,145.9,,,175,5.8,0.0609,744,45.3096,8/6/2020,117.5,,,175,68.3,0.71715,720,516.348,8/6/2020,117.5,,,175,68.3,0.71715,744,533.5595999999999,8/6/2020,117.5,,,175,68.3,0.71715,744,533.5595999999999,8/6/2020,117.5,,,175,68.3,0.71715,720,516.348,20/8/2020,118.6,,,194.16666666666666,70.4,0.82016,744,610.19904,20/8/2020,118.6,,,194.16666666666666,70.4,0.82016,720,590.5152,20/8/2020,118.6,,,194.16666666666666,70.4,0.82016,744,610.19904,,,,,
Ống khói lò nung men số 1,,0.8,29/9/2019,157.3,,,168.66666666666666,5.7,0.057684,384,22.150655999999998,29/9/2019,157.3,,,168.66666666666666,5.7,0.057684,328,18.920352,29/9/2019,157.3,,,168.66666666666666,5.7,0.057684,744,42.916896,3/4/2020,152.3,,,178.33333333333334,6,0.0642,720,46.224,3/4/2020,152.3,,,178.33333333333334,6,0.0642,744,47.764799999999994,8/6/2020,125.8,,,178.33333333333334,72.4,0.7746800000000001,720,557.7696000000001,8/6/2020,125.8,,,178.33333333333334,72.4,0.7746800000000001,744,576.36192,8/6/2020,125.8,,,178.33333333333334,72.4,0.7746800000000001,744,576.36192,8/6/2020,125.8,,,178.33333333333334,72.4,0.7746800000000001,720,557.7696000000001,8/6/2020,125.8,,,178.33333333333334,72.4,0.7746800000000001,744,576.36192,8/6/2020,125.8,,,178.33333333333334,72.4,0.7746800000000001,720,557.7696000000001,8/6/2020,125.8,,,178.33333333333334,72.4,0.7746800000000001,744,576.36192,,,,,
Ống khói lò nung men số 2,,0.8,29/9/2019,124.3,,,141.5,5.5,0.046695,384,17.930880000000002,29/9/2019,124.3,,,141.5,5.5,0.046695,328,15.31596,29/9/2019,124.3,,,141.5,5.5,0.046695,744,34.741080000000004,3/4/2020,149.5,,,186.66666666666666,5.7,0.06384,720,45.9648,3/4/2020,149.5,,,186.66666666666666,5.7,0.06384,744,47.496959999999994,8/6/2020,105.7,,,186.66666666666666,74.5,0.8344,720,600.768,8/6/2020,105.7,,,186.66666666666666,74.5,0.8344,744,620.7936,8/6/2020,105.7,,,186.66666666666666,74.5,0.8344,744,620.7936,8/6/2020,105.7,,,186.66666666666666,74.5,0.8344,720,600.768,20/8/2020,124.7,,,155.66666666666666,70.7,0.660338,744,491.291472,20/8/2020,124.7,,,155.66666666666666,70.7,0.660338,720,475.44336,20/8/2020,124.7,,,155.66666666666666,70.7,0.660338,744,491.291472,,,,,
Ống khói lò nung men số 3,,0.8,29/9/2019,117.7,,,138,7.2,0.059616,416,24.800256,29/9/2019,117.7,,,138,7.2,0.059616,448,26.707968,29/9/2019,117.7,,,138,7.2,0.059616,744,44.354304,3/4/2020,147.9,,,165,5.7,0.05643,720,40.6296,3/4/2020,147.9,,,165,5.7,0.05643,744,41.98392,3/4/2020,147.9,,,165,5.7,0.05643,720,40.6296,3/4/2020,147.9,,,165,5.7,0.05643,744,41.98392,3/4/2020,147.9,,,165,5.7,0.05643,744,41.98392,3/4/2020,147.9,,,165,5.7,0.05643,720,40.6296,20/8/2020,107.8,,,202.33333333333334,75.7,0.9189980000000001,744,683.7345120000001,20/8/2020,107.8,,,202.33333333333334,75.7,0.9189980000000001,720,661.6785600000001,20/8/2020,107.8,,,202.33333333333334,75.7,0.9189980000000001,744,683.7345120000001,,,,,
Ống khói lò nung men số 4,,0.8,2/12/2019,150.4,,,177.5,4.5,0.047925,416,19.9368,2/12/2019,150.4,,,177.5,4.5,0.047925,448,21.4704,2/12/2019,150.4,,,177.5,4.5,0.047925,744,35.6562,2/12/2019,150.4,,,177.5,4.5,0.047925,720,34.506,2/12/2019,150.4,,,177.5,4.5,0.047925,744,35.6562,2/12/2019,150.4,,,177.5,4.5,0.047925,720,34.506,2/12/2019,150.4,,,177.5,4.5,0.047925,744,35.6562,2/12/2019,150.4,,,177.5,4.5,0.047925,744,35.6562,2/12/2019,150.4,,,177.5,4.5,0.047925,48,2.3004000000000002,20/8/2020,111.4,,,174.16666666666666,70.2,0.73359,0,0,20/8/2020,111.4,,,174.16666666666666,70.2,0.73359,0,0,20/8/2020,111.4,,,174.16666666666666,70.2,0.73359,624,457.76016,,,,,
Ống khói lò nung men số 5,,0.8,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,424,19.50824,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,0,0,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,624,28.710240000000002,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,102,4.693020000000001,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,0,0,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,408,18.772080000000003,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,696,32.022960000000005,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,0,0,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,0,0,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,0,0,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,0,0,2/12/2019,120.1,,,178.33333333333334,4.3,0.04601,0,0,,,,,
Ống khói lò nung men số 6,,0.8,2/12/2019,117.5,,,176,5.8,0.061248,424,25.969151999999998,2/12/2019,117.5,,,176,5.8,0.061248,0,0,2/12/2019,117.5,,,176,5.8,0.061248,600,36.748799999999996,2/12/2019,117.5,,,176,5.8,0.061248,720,44.09856,2/12/2019,117.5,,,176,5.8,0.061248,744,45.568512,8/6/2020,109.3,,,176,69.8,0.737088,720,530.70336,8/6/2020,109.3,,,176,69.8,0.737088,744,548.393472,8/6/2020,109.3,,,176,69.8,0.737088,744,548.393472,8/6/2020,109.3,,,176,69.8,0.737088,720,530.70336,8/6/2020,109.3,,,176,69.8,0.737088,744,548.393472,8/6/2020,109.3,,,176,69.8,0.737088,720,530.70336,8/6/2020,109.3,,,176,69.8,0.737088,744,548.393472,,,,,
,,,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,,,0,,0,,,,,
,,,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,0,,0,,0,,,,,
Total NOx Emission,,,,,,,,,,,519.16568,,,,,,,,,288.88284,,,,,,,,,810.2978559999999,,,,,,,,,811.91328,,,,,,,,,835.775752,,,,,,,,,10440.97054,,,,,,,,,11381.368212,,,,,,,,,10422.071752,,,,,,,,,9780.22666,,,,,,,,,9189.526128000001,,,,,,,,,10005.52264,,,,,,,,,10887.640288,75373.36162799998,1618.346376,12088.659572,31583.666623999998,30082.689056000003
Specific NOx Emission (g/ton),,,,,,,,,,,54.02387176349132,,,,,,,,,45.78116240537604,,,,,,,,,45.694415407723106,,,,,,,,,51.40170138515843,,,,,,,,,51.93799103387209,,,,,,,,,636.3335241784021,,,,,,,,,616.7317931780943,,,,,,,,,644.1477087236722,,,,,,,,,805.8350304798915,,,,,,,,,737.2357151264727,,,,,,,,,811.8633944565835,,,,,,,,,680.3101522065626,7843.278128427768,168.40353754881278,,,
