section,stack_no,process,diameter,sampling_month_year,stack_temperature,oxygen_pct,gas_velocity,flow_rate,dust_emission_actual_o2,dust_emission_rate,operation_hour,dust_emission_total,report_month
Dust/ Bụi,Stack No.,Process,,"Sampling 
(Month/Year)",,,,,,,,,Jul
Dust/ Bụi,Stack No.,Process,,"Sampling 
(Month/Year)",,,,,,,,,Aug
Dust/ Bụi,Stack No.,Process,,"Sampling 
(Month/Year)",,,,,,,,,Sep
Dust/ Bụi,Stack No.,Process,,"Sampling 
(Month/Year)",,,,,,,,,Oct
Dust/ Bụi,Stack No.,Process,,"Sampling 
(Month/Year)",,,,,,,,,Nov
Dust/ Bụi,Stack No.,Process,,"Sampling 
(Month/Year)",,,,,,,,,Dec
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Jan
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Feb
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Mar
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Apr
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,May
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Jun
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Jul
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Aug
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Sep
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Oct
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Nov
Dust/ Bụi,,,,MM/YYYY,,,,,,,,,Dec
Dust/ Bụi,Sấy phun 1,,,2/12/2019,84.3,,,1416.6666666666667,15.72,1.3362000000000003,452.0,603.9624000000001,Jan
Dust/ Bụi,Sấy phun 1,,,2/12/2019,84.3,,,1416.6666666666667,15.72,1.3362000000000003,0.0,0.0,Feb
Dust/ Bụi,Sấy phun 1,,,2/12/2019,84.3,,,1416.6666666666667,15.72,1.3362000000000003,593.0,792.3666000000002,Mar
Dust/ Bụi,Sấy phun 1,,,3/4/2020,82.3,,,1416.6666666666667,18.0,1.53,671.0,1026.63,Apr
Dust/ Bụi,Sấy phun 1,,,3/4/2020,82.3,,,1416.6666666666667,18.0,1.53,689.0,1054.17,May
Dust/ Bụi,Sấy phun 1,,,8/6/2020,95.5,,,1416.6666666666667,92.2,7.837,673.0,5274.3009999999995,Jun
Dust/ Bụi,Sấy phun 1,,,8/6/2020,95.5,,,1416.6666666666667,92.2,7.837,714.0,5595.6179999999995,Jul
Dust/ Bụi,Sấy phun 1,,,8/6/2020,95.5,,,1416.6666666666667,92.2,7.837,637.0,4992.169,Aug
Dust/ Bụi,Sấy phun 1,,,8/6/2020,95.5,,,1416.6666666666667,92.2,7.837,466.0,3652.042,Sep
Dust/ Bụi,Sấy phun 1,,,20/8/2020,96.2,,,1416.6666666666667,94.2,8.007,680.0,5444.76,Oct
Dust/ Bụi,Sấy phun 1,,,20/8/2020,96.2,,,1416.6666666666667,94.2,8.007,683.0,5468.781,Nov
Dust/ Bụi,Sấy phun 1,,,20/8/2020,96.2,,,1416.6666666666667,94.2,8.007,660.0,5284.62,Dec
Dust/ Bụi,Sấy phun 2,,,2/12/2019,87.1,,,1416.6666666666667,18.34,1.5589,400.0,623.56,Jan
Dust/ Bụi,Sấy phun 2,,,2/12/2019,87.1,,,1416.6666666666667,18.34,1.5589,424.0,660.9736,Feb
Dust/ Bụi,Sấy phun 2,,,2/12/2019,87.1,,,1416.6666666666667,18.34,1.5589,654.0,1019.5206,Mar
Dust/ Bụi,Sấy phun 2,,,3/4/2020,71.9,,,1416.6666666666667,16.2,1.377,475.0,654.075,Apr
Dust/ Bụi,Sấy phun 2,,,3/4/2020,71.9,,,1416.6666666666667,16.2,1.377,499.7,688.0869,May
Dust/ Bụi,Sấy phun 2,,,8/6/2020,94.1,,,1416.6666666666667,93.6,7.956,513.6,4086.2016000000003,Jun
Dust/ Bụi,Sấy phun 2,,,8/6/2020,94.1,,,1416.6666666666667,93.6,7.956,611.0,4861.116,Jul
Dust/ Bụi,Sấy phun 2,,,8/6/2020,94.1,,,1416.6666666666667,93.6,7.956,531.0,4224.636,Aug
Dust/ Bụi,Sấy phun 2,,,8/6/2020,94.1,,,1416.6666666666667,93.6,7.956,621.0,4940.676,Sep
Dust/ Bụi,Sấy phun 2,,,20/8/2020,95.1,,,1416.6666666666667,94.7,8.0495,200.0,1609.9,Oct
Dust/ Bụi,Sấy phun 2,,,20/8/2020,95.1,,,1416.6666666666667,94.7,8.0495,360.0,2897.82,Nov
Dust/ Bụi,Sấy phun 2,,,20/8/2020,95.1,,,1416.6666666666667,94.7,8.0495,436.0,3509.582,Dec
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,2/12/2019,153.2,,,173.33333333333334,83.84,0.8719360000000002,384.0,334.82342400000005,Jan
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,2/12/2019,153.2,,,173.33333333333334,83.84,0.8719360000000002,328.0,285.99500800000004,Feb
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,2/12/2019,153.2,,,173.33333333333334,83.84,0.8719360000000002,744.0,648.7203840000001,Mar
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,3/4/2020,130.0,,,181.66666666666666,89.1,0.9711899999999999,720.0,699.2567999999999,Apr
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,3/4/2020,130.0,,,181.66666666666666,89.1,0.9711899999999999,744.0,722.5653599999999,May
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,8/6/2020,119.3,,,181.66666666666666,91.7,0.9995299999999999,720.0,719.6615999999999,Jun
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,8/6/2020,119.3,,,181.66666666666666,91.7,0.9995299999999999,744.0,743.65032,Jul
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,8/6/2020,119.3,,,181.66666666666666,91.7,0.9995299999999999,744.0,743.65032,Aug
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,8/6/2020,119.3,,,181.66666666666666,91.7,0.9995299999999999,720.0,719.6615999999999,Sep
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,20/8/2020,121.5,,,154.0,92.4,0.853776,744.0,635.209344,Oct
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,20/8/2020,121.5,,,154.0,92.4,0.853776,720.0,614.71872,Nov
Dust/ Bụi,"Ống khói lò nung xương 1,2",,,20/8/2020,121.5,,,154.0,92.4,0.853776,744.0,635.209344,Dec
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,2/12/2019,159.1,,,188.33333333333334,84.71,0.957223,416.0,398.204768,Jan
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,2/12/2019,159.1,,,188.33333333333334,84.71,0.957223,448.0,428.835904,Feb
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,2/12/2019,159.1,,,188.33333333333334,84.71,0.957223,744.0,712.1739120000001,Mar
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,3/4/2020,120.1,,,186.66666666666666,83.3,0.9329599999999999,720.0,671.7312,Apr
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,3/4/2020,120.1,,,186.66666666666666,83.3,0.9329599999999999,744.0,694.1222399999999,May
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,8/6/2020,120.6,,,186.66666666666666,95.3,1.06736,720.0,768.4992000000001,Jun
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,8/6/2020,120.6,,,186.66666666666666,95.3,1.06736,744.0,794.11584,Jul
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,8/6/2020,120.6,,,186.66666666666666,95.3,1.06736,744.0,794.11584,Aug
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,8/6/2020,120.6,,,186.66666666666666,95.3,1.06736,720.0,768.4992000000001,Sep
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,20/8/2020,122.7,,,158.33333333333334,96.1,0.91295,744.0,679.2348000000001,Oct
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,20/8/2020,122.7,,,158.33333333333334,96.1,0.91295,720.0,657.3240000000001,Nov
Dust/ Bụi,"Ống khói lò nung xương 3,4",,,20/8/2020,122.7,,,158.33333333333334,96.1,0.91295,744.0,679.2348000000001,Dec
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,2/12/2019,146.5,,,175.5,80.19,0.8444007,424.0,358.0258968,Jan
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,2/12/2019,146.5,,,175.5,80.19,0.8444007,0.0,0.0,Feb
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,2/12/2019,146.5,,,175.5,80.19,0.8444007,624.0,526.9060368,Mar
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,3/4/2020,145.9,,,175.0,91.2,0.9576,720.0,689.472,Apr
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,3/4/2020,145.9,,,175.0,91.2,0.9576,744.0,712.4544,May
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,8/6/2020,117.5,,,175.0,92.7,0.97335,720.0,700.812,Jun
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,8/6/2020,117.5,,,175.0,92.7,0.97335,744.0,724.1724,Jul
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,8/6/2020,117.5,,,175.0,92.7,0.97335,744.0,724.1724,Aug
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,8/6/2020,117.5,,,175.0,92.7,0.97335,720.0,700.812,Sep
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,20/8/2020,118.6,,,194.16666666666666,93.8,1.09277,744.0,813.02088,Oct
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,20/8/2020,118.6,,,194.16666666666666,93.8,1.09277,720.0,786.7944,Nov
Dust/ Bụi,"Ống khói lò nung xương 5,6",,,20/8/2020,118.6,,,194.16666666666666,93.8,1.09277,744.0,813.02088,Dec
Dust/ Bụi,Ống khói lò nung men số 1,,,29/9/2019,157.3,,,168.66666666666666,6.38,0.06456559999999999,384.0,24.793190399999993,Jan
Dust/ Bụi,Ống khói lò nung men số 1,,,29/9/2019,157.3,,,168.66666666666666,6.38,0.06456559999999999,328.0,21.177516799999996,Feb
Dust/ Bụi,Ống khói lò nung men số 1,,,29/9/2019,157.3,,,168.66666666666666,6.38,0.06456559999999999,744.0,48.03680639999999,Mar
Dust/ Bụi,Ống khói lò nung men số 1,,,3/4/2020,152.3,,,178.33333333333334,93.1,0.9961699999999999,720.0,717.2424,Apr
Dust/ Bụi,Ống khói lò nung men số 1,,,3/4/2020,152.3,,,178.33333333333334,93.1,0.9961699999999999,744.0,741.1504799999999,May
Dust/ Bụi,Ống khói lò nung men số 1,,,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,720.0,741.1248,Jun
Dust/ Bụi,Ống khói lò nung men số 1,,,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,744.0,765.82896,Jul
Dust/ Bụi,Ống khói lò nung men số 1,,,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,744.0,765.82896,Aug
Dust/ Bụi,Ống khói lò nung men số 1,,,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,720.0,741.1248,Sep
Dust/ Bụi,Ống khói lò nung men số 1,,,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,744.0,765.82896,Oct
Dust/ Bụi,Ống khói lò nung men số 1,,,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,720.0,741.1248,Nov
Dust/ Bụi,Ống khói lò nung men số 1,,,8/6/2020,125.8,,,178.33333333333334,96.2,1.0293400000000001,744.0,765.82896,Dec
Dust/ Bụi,Ống khói lò nung men số 2,,,29/9/2019,124.3,,,141.5,6.42,0.05450579999999999,384.0,20.930227199999997,Jan
Dust/ Bụi,Ống khói lò nung men số 2,,,29/9/2019,124.3,,,141.5,6.42,0.05450579999999999,328.0,17.877902399999996,Feb
Dust/ Bụi,Ống khói lò nung men số 2,,,29/9/2019,124.3,,,141.5,6.42,0.05450579999999999,744.0,40.552315199999995,Mar
Dust/ Bụi,Ống khói lò nung men số 2,,,3/4/2020,149.5,,,186.66666666666666,90.2,1.0102399999999998,720.0,727.3727999999999,Apr
Dust/ Bụi,Ống khói lò nung men số 2,,,3/4/2020,149.5,,,186.66666666666666,90.2,1.0102399999999998,744.0,751.6185599999999,May
Dust/ Bụi,Ống khói lò nung men số 2,,,8/6/2020,105.7,,,186.66666666666666,93.3,1.04496,720.0,752.3712,Jun
Dust/ Bụi,Ống khói lò nung men số 2,,,8/6/2020,105.7,,,186.66666666666666,93.3,1.04496,744.0,777.4502400000001,Jul
Dust/ Bụi,Ống khói lò nung men số 2,,,8/6/2020,105.7,,,186.66666666666666,93.3,1.04496,744.0,777.4502400000001,Aug
Dust/ Bụi,Ống khói lò nung men số 2,,,8/6/2020,105.7,,,186.66666666666666,93.3,1.04496,720.0,752.3712,Sep
Dust/ Bụi,Ống khói lò nung men số 2,,,20/8/2020,124.7,,,155.66666666666666,97.8,0.9134519999999999,744.0,679.6082879999999,Oct
Dust/ Bụi,Ống khói lò nung men số 2,,,20/8/2020,124.7,,,155.66666666666666,97.8,0.9134519999999999,720.0,657.68544,Nov
Dust/ Bụi,Ống khói lò nung men số 2,,,20/8/2020,124.7,,,155.66666666666666,97.8,0.9134519999999999,744.0,679.6082879999999,Dec
Dust/ Bụi,Ống khói lò nung men số 3,,,29/9/2019,117.7,,,138.0,8.8,0.072864,416.0,30.311424,Jan
Dust/ Bụi,Ống khói lò nung men số 3,,,29/9/2019,117.7,,,138.0,8.8,0.072864,448.0,32.643072,Feb
Dust/ Bụi,Ống khói lò nung men số 3,,,29/9/2019,117.7,,,138.0,8.8,0.072864,744.0,54.210816,Mar
Dust/ Bụi,Ống khói lò nung men số 3,,,3/4/2020,147.9,,,165.0,93.4,0.9246600000000001,720.0,665.7552000000001,Apr
Dust/ Bụi,Ống khói lò nung men số 3,,,3/4/2020,147.9,,,165.0,93.4,0.9246600000000001,744.0,687.9470400000001,May
Dust/ Bụi,Ống khói lò nung men số 3,,,3/4/2020,147.9,,,165.0,93.4,0.9246600000000001,720.0,665.7552000000001,Jun
Dust/ Bụi,Ống khói lò nung men số 3,,,3/4/2020,147.9,,,165.0,93.4,0.9246600000000001,744.0,687.9470400000001,Jul
Dust/ Bụi,Ống khói lò nung men số 3,,,3/4/2020,147.9,,,165.0,93.4,0.9246600000000001,744.0,687.9470400000001,Aug
Dust/ Bụi,Ống khói lò nung men số 3,,,3/4/2020,147.9,,,165.0,93.4,0.9246600000000001,720.0,665.7552000000001,Sep
Dust/ Bụi,Ống khói lò nung men số 3,,,20/8/2020,107.8,,,202.33333333333334,92.9,1.1278060000000003,744.0,839.0876640000002,Oct
Dust/ Bụi,Ống khói lò nung men số 3,,,20/8/2020,107.8,,,202.33333333333334,92.9,1.1278060000000003,720.0,812.0203200000002,Nov
Dust/ Bụi,Ống khói lò nung men số 3,,,20/8/2020,107.8,,,202.33333333333334,92.9,1.1278060000000003,744.0,839.0876640000002,Dec
Dust/ Bụi,Ống khói lò nung men số 4,,,2/12/2019,150.4,,,177.5,91.11,0.9703215,416.0,403.65374399999996,Jan
Dust/ Bụi,Ống khói lò nung men số 4,,,2/12/2019,150.4,,,177.5,91.11,0.9703215,448.0,434.704032,Feb
Dust/ Bụi,Ống khói lò nung men số 4,,,2/12/2019,150.4,,,177.5,91.11,0.9703215,744.0,721.9191959999999,Mar
Dust/ Bụi,Ống khói lò nung men số 4,,,2/12/2019,150.4,,,177.5,91.11,0.9703215,720.0,698.63148,Apr
Dust/ Bụi,Ống khói lò nung men số 4,,,2/12/2019,150.4,,,177.5,91.11,0.9703215,744.0,721.9191959999999,May
Dust/ Bụi,Ống khói lò nung men số 4,,,2/12/2019,150.4,,,177.5,91.11,0.9703215,720.0,698.63148,Jun
Dust/ Bụi,Ống khói lò nung men số 4,,,2/12/2019,150.4,,,177.5,91.11,0.9703215,744.0,721.9191959999999,Jul
Dust/ Bụi,Ống khói lò nung men số 4,,,2/12/2019,150.4,,,177.5,91.11,0.9703215,744.0,721.9191959999999,Aug
Dust/ Bụi,Ống khói lò nung men số 4,,,2/12/2019,150.4,,,177.5,91.11,0.9703215,48.0,46.575432,Sep
Dust/ Bụi,Ống khói lò nung men số 4,,,20/8/2020,111.4,,,174.16666666666666,97.1,1.014695,0.0,0.0,Oct
Dust/ Bụi,Ống khói lò nung men số 4,,,20/8/2020,111.4,,,174.16666666666666,97.1,1.014695,0.0,0.0,Nov
Dust/ Bụi,Ống khói lò nung men số 4,,,20/8/2020,111.4,,,174.16666666666666,97.1,1.014695,624.0,633.16968,Dec
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,424.0,418.2022240000001,Jan
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0.0,0.0,Feb
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,624.0,615.4674240000002,Mar
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,102.0,100.60525200000002,Apr
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0.0,0.0,May
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,408.0,402.4210080000001,Jun
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,696.0,686.4828960000002,Jul
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0.0,0.0,Aug
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0.0,0.0,Sep
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0.0,0.0,Oct
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0.0,0.0,Nov
Dust/ Bụi,Ống khói lò nung men số 5,,,2/12/2019,120.1,,,178.33333333333334,92.18,0.9863260000000003,0.0,0.0,Dec
Dust/ Bụi,Ống khói lò nung men số 6,,,2/12/2019,117.5,,,176.0,93.15,0.9836640000000001,424.0,417.07353600000005,Jan
Dust/ Bụi,Ống khói lò nung men số 6,,,2/12/2019,117.5,,,176.0,93.15,0.9836640000000001,0.0,0.0,Feb
Dust/ Bụi,Ống khói lò nung men số 6,,,2/12/2019,117.5,,,176.0,93.15,0.9836640000000001,600.0,590.1984000000001,Mar
Dust/ Bụi,Ống khói lò nung men số 6,,,2/12/2019,117.5,,,176.0,93.15,0.9836640000000001,720.0,708.2380800000001,Apr
Dust/ Bụi,Ống khói lò nung men số 6,,,2/12/2019,117.5,,,176.0,93.15,0.9836640000000001,744.0,731.8460160000001,May
Dust/ Bụi,Ống khói lò nung men số 6,,,8/6/2020,109.3,,,176.0,95.4,1.007424,720.0,725.3452800000001,Jun
Dust/ Bụi,Ống khói lò nung men số 6,,,8/6/2020,109.3,,,176.0,95.4,1.007424,744.0,749.5234560000001,Jul
Dust/ Bụi,Ống khói lò nung men số 6,,,8/6/2020,109.3,,,176.0,95.4,1.007424,744.0,749.5234560000001,Aug
Dust/ Bụi,Ống khói lò nung men số 6,,,8/6/2020,109.3,,,176.0,95.4,1.007424,720.0,725.3452800000001,Sep
Dust/ Bụi,Ống khói lò nung men số 6,,,8/6/2020,109.3,,,176.0,95.4,1.007424,744.0,749.5234560000001,Oct
Dust/ Bụi,Ống khói lò nung men số 6,,,8/6/2020,109.3,,,176.0,95.4,1.007424,720.0,725.3452800000001,Nov
Dust/ Bụi,Ống khói lò nung men số 6,,,8/6/2020,109.3,,,176.0,95.4,1.007424,744.0,749.5234560000001,Dec
Dust/ Bụi,Nox,,,Jan,,,,,,,,,Jan
Dust/ Bụi,Nox,,,Feb,,,,,,,,,Feb
Dust/ Bụi,Nox,,,Mar,,,,,,,,,Mar
Dust/ Bụi,Nox,,,Apr,,,,,,,,,Apr
Dust/ Bụi,Nox,,,May,,,,,,,,,May
Dust/ Bụi,Nox,,,Jun,,,,,,,,,Jun
